,S.No,date,startup name,Industry Vertical,SubVertical,City  Location,InvestmentnType,Rupees in crore,Investor Name,investor_cleaned,year,month
1422,1422,2017-06-13,HyperTrack,Technology,Location tracking solutions,New Delhi,Private Equity,0.0,founders fund,ping an global voyager fund,2017,June
1423,1423,2017-06-13,Goodera,Technology,CSR and sustainability management platform,Bangalore,Private Equity,51.81,nexus venture partners,norwest venture partners,2017,June
1424,1424,2017-06-13,Goodera,Technology,CSR and sustainability management platform,Bangalore,Private Equity,51.81,omidyar network,omidyar networks,2017,June
1425,1425,2017-06-13,Digit,Technology,Tech driven Insurance platform,Bangalore,Private Equity,0.0,fairfax holdings,fairfax,2017,June
1426,1426,2017-06-14,Ola,Consumer Internet,Cab Aggregation App,Bangalore,Private Equity,471.0,tekne capital management llc,tekne capital management,2017,June
1427,1427,2017-06-14,Vanitycask,Consumer Internet,Beauty products discovery platform,Mumbai,Seed Funding,0.0,rb investments,rb investments pte ltd,2017,June
1428,1428,2017-06-14,MrNeeds,Consumer Internet,Micro Food Delivery platform,Noida,Seed Funding,4.71,undisclosed,undisclosed,2017,June
1429,1429,2017-06-15,MoneyTap,Consumer Internet,Money Lending platform,Bangalore,Private Equity,115.866,sequoia capital,quona capital,2017,June
1430,1430,2017-06-15,MoneyTap,Consumer Internet,Money Lending platform,Bangalore,Private Equity,115.866,nea,nea ventures,2017,June
1431,1431,2017-06-15,MoneyTap,Consumer Internet,Money Lending platform,Bangalore,Private Equity,115.866,prime venture partners,prime venture partners  others,2017,June
1432,1432,2017-06-16,Goodbox,eCommerce,Mobile SAAS\\xc2\\xa0 ECommerce platform for SMEs,Bangalore,Private Equity,9.42,nexus venture partners,norwest venture partners,2017,June
1433,1433,2017-06-16,Goodbox,eCommerce,Mobile SAAS\\xc2\\xa0 ECommerce platform for SMEs,Bangalore,Private Equity,9.42,mekin maheshwari,mekin maheshwar,2017,June
1434,1434,2017-06-16,Fincash,Consumer Internet,Personal Finance platform,Mumbai,Seed Funding,0.942,mohammed khan,mohammed bin abdul rehman al khalifa,2017,June
1435,1435,2017-06-16,Fincash,Consumer Internet,Personal Finance platform,Mumbai,Seed Funding,0.942,sameer narayan,sameer narayan,2017,June
1436,1436,2017-06-16,Fincash,Consumer Internet,Personal Finance platform,Mumbai,Seed Funding,0.942,others,other,2017,June
1437,1437,2017-06-16,PortDesk,Technology,Maritime Solutions,Noida,Seed Funding,18.84,alphard maritime group,times group,2017,June
1438,1438,2017-06-16,EdgeFx,eCommerce,DIY project Kits seller,Hyderabad,Seed Funding,0.0,cross border angels,director at byramjee jeejeebhoy pvt ltd were among the angels,2017,June
1439,1439,2017-06-16,EdgeFx,eCommerce,DIY project Kits seller,Hyderabad,Seed Funding,0.0,experts,experts,2017,June
1440,1440,2017-06-16,EdgeFx,eCommerce,DIY project Kits seller,Hyderabad,Seed Funding,0.0,rajasthan angel innovators network,rajasthan angel investor network,2017,June
1441,1441,2017-06-16,EdgeFx,eCommerce,DIY project Kits seller,Hyderabad,Seed Funding,0.0,the chennai angels,chennai angels,2017,June
1442,1442,2017-06-16,EazyDiner,Consumer Internet,Online Restaurant Reservation Platform,Gurgaon,Seed Funding,0.0,youwecan ventures,yourwecan ventures,2017,June
1443,1443,2017-06-16,HealthIntel,Healthcare,Online Pharmacy,New Delhi,Seed Funding,0.0,blip initiatives,blip initiatives,2017,June
1444,1444,2017-06-19,Unbxd,Technology,Cloud-based product discovery platform,Bangalore,Private Equity,117.75,eight roads ventures,eight road ventures,2017,June
1445,1445,2017-06-19,DarwinBox,Technology,Enterprise human resources management platform,Hyderabad,Private Equity,37.68,lightspeed india partners,lightspeed venture partners india,2017,June
1446,1446,2017-06-19,DarwinBox,Technology,Enterprise human resources management platform,Hyderabad,Private Equity,37.68,endiya partners,endiya partnersnn,2017,June
1447,1447,2017-06-19,DarwinBox,Technology,Enterprise human resources management platform,Hyderabad,Private Equity,37.68,3one4 capital,trifecta capital advisors,2017,June
1448,1448,2017-06-19,DarwinBox,Technology,Enterprise human resources management platform,Hyderabad,Private Equity,37.68,startupxseed ventures llp,startupxseed ventures,2017,June
1449,1449,2017-06-20,ForeverShop,Consumer Internet,Mobile based ecommerce platform,Bangalore,Seed Funding,2.826,91makercom,co,2017,June
1450,1450,2017-06-20,Insider.in,Consumer Internet,Events Ticketing platform,Mumbai,Private Equity,48.984,paytm,m,2017,June
1451,1451,2017-06-21,Fynd,eCommerce,Fashion etailer,Mumbai,Private Equity,22.608,iifl seed ventures,iifl seed ventures fund,2017,June
1452,1452,2017-06-21,Fynd,eCommerce,Fashion etailer,Mumbai,Private Equity,22.608,kae capital,vc firms india quotient  kae capital,2017,June
1453,1453,2017-06-21,Fynd,eCommerce,Fashion etailer,Mumbai,Private Equity,22.608,fj labs,pine labs pte ltd,2017,June
1454,1454,2017-06-21,Fynd,eCommerce,Fashion etailer,Mumbai,Private Equity,22.608,singularity ventures,singularity ventures  ravi dhariwal,2017,June
1455,1455,2017-06-21,Fynd,eCommerce,Fashion etailer,Mumbai,Private Equity,22.608,growx,growx ventures,2017,June
1456,1456,2017-06-21,Fynd,eCommerce,Fashion etailer,Mumbai,Private Equity,22.608,tracxn labs,tracxnlabs,2017,June
1457,1457,2017-06-21,Fynd,eCommerce,Fashion etailer,Mumbai,Private Equity,22.608,axis capital,patni family office  axis capital,2017,June
1458,1458,2017-06-21,Grow Fit,Consumer Internet,Health-Tech platform,Bangalore,Private Equity,42.39,manipal education  medical group memg,cdc group,2017,June
1459,1459,2017-06-21,Grow Fit,Consumer Internet,Health-Tech platform,Bangalore,Private Equity,42.39,sar group,manipal education  medical group memg,2017,June
1460,1460,2017-06-21,Grow Fit,Consumer Internet,Health-Tech platform,Bangalore,Private Equity,42.39,the grover trust,the uks development finance institution  p surendra pai,2017,June
1461,1461,2017-06-21,Fabulyst,Technology,Artificial Intelligence based platform,Hyderabad,Seed Funding,2.0253,ibhubs,ibhubs,2017,June
1462,1462,2017-06-21,mSwipe,Technology,Point-of-Sale services,Mumbai,Private Equity,292.02,ucrnt fund,xc2xa0 ucrnt fund,2017,June
1463,1463,2017-06-21,mSwipe,Technology,Point-of-Sale services,Mumbai,Private Equity,292.02,matrix partner,bessemer venture partner,2017,June
1464,1464,2017-06-21,mSwipe,Technology,Point-of-Sale services,Mumbai,Private Equity,292.02,alcon edge capital,falcon edge capital,2017,June
1465,1465,2017-06-21,mSwipe,Technology,Point-of-Sale services,Mumbai,Private Equity,292.02,dsg consumer partners,saama capital  dsg consumer partners,2017,June
1466,1466,2017-06-21,OneAssist,Consumer Internet,Credit card fraud protection,Mumbai,Private Equity,0.0,sequoia capital,quona capital,2017,June
1467,1467,2017-06-22,Julia Computing,Technology,Open Source Language for Data Science and Machine Learning,Bangalore,Private Equity,43.332,general catalyst,general catalyst partners,2017,June
1468,1468,2017-06-22,Julia Computing,Technology,Open Source Language for Data Science and Machine Learning,Bangalore,Private Equity,43.332,founder collective,innov8 founder ritesh malik,2017,June
1469,1469,2017-06-22,Kissht,Consumer Internet,Consumer Lending platform,Mumbai,Private Equity,18.84,endiya partners,endiya partnersnn,2017,June
1470,1470,2017-06-22,Kissht,Consumer Internet,Consumer Lending platform,Mumbai,Private Equity,18.84,ventureast,ventureeast,2017,June
1471,1471,2017-06-22,Explore Life traveling,Consumer Internet,Local homes booking platform,Bangalore,Seed Funding,4.71,mekin maheshwari,mekin maheshwar,2017,June
1472,1472,2017-06-22,Explore Life traveling,Consumer Internet,Local homes booking platform,Bangalore,Seed Funding,4.71,bharat vijay,vijay shekhar sharma,2017,June
1473,1473,2017-06-22,Explore Life traveling,Consumer Internet,Local homes booking platform,Bangalore,Seed Funding,4.71,krish seshadri,krish seshadri,2017,June
1474,1474,2017-06-22,Explore Life traveling,Consumer Internet,Local homes booking platform,Bangalore,Seed Funding,4.71,amar arsikere,amar arsikere,2017,June
1475,1475,2017-06-23,Loantap,Consumer Internet,Lending platform for salaried professionals,Mumbai,Private Equity,37.68,kae capital,vc firms india quotient  kae capital,2017,June
1476,1476,2017-06-23,Loantap,Consumer Internet,Lending platform for salaried professionals,Mumbai,Private Equity,37.68,india quotient,india quotient  letsventures angel fund,2017,June
1477,1477,2017-06-23,Loantap,Consumer Internet,Lending platform for salaried professionals,Mumbai,Private Equity,37.68,ifmr,ifmr capital,2017,June
1478,1478,2017-06-23,Loantap,Consumer Internet,Lending platform for salaried professionals,Mumbai,Private Equity,37.68,mas financial services ltd,ant financial,2017,June
1479,1479,2017-06-23,Voxweb,Consumer Internet,Mobile based social networking platform,Mumbai,Seed Funding,9.42,undisclosed,undisclosed,2017,June
1480,1480,2017-06-26,HUG Innovations,Technology,Gesture based\\xc2\\xa0 Smartwatch manufacturer,Hyderabad,Private Equity,47.1,mohit srivastav,subhkam ventures  mohit khadaria,2017,June
1481,1481,2017-06-26,HUG Innovations,Technology,Gesture based\\xc2\\xa0 Smartwatch manufacturer,Hyderabad,Private Equity,47.1,kishore ganji,kishor ganji,2017,June
1482,1482,2017-06-26,HUG Innovations,Technology,Gesture based\\xc2\\xa0 Smartwatch manufacturer,Hyderabad,Private Equity,47.1,venkat vallabhaneni,venkat vallabhneni,2017,June
1483,1483,2017-06-26,HUG Innovations,Technology,Gesture based\\xc2\\xa0 Smartwatch manufacturer,Hyderabad,Private Equity,47.1,rajeev menon,rajeev arora  ram ramsundar,2017,June
1484,1484,2017-06-26,Flipkart,eCommerce,Online marketplace,Bangalore,Private Equity,668.82,naspers,nasper,2017,June
1485,1485,2017-06-26,V Resorts,Consumer Internet,Holiday & Vacation resort aggregator,Noida,Private Equity,37.68,seedfund,seedfund,2017,June
1486,1486,2017-06-26,V Resorts,Consumer Internet,Holiday & Vacation resort aggregator,Noida,Private Equity,37.68,rb international,gardx international,2017,June
1487,1487,2017-06-27,Stashfin,Consumer Internet,Personal Finance App,New Delhi,Private Equity,47.1,snow leopard ventures,snow leopard,2017,June
1488,1488,2017-06-27,Stashfin,Consumer Internet,Personal Finance App,New Delhi,Private Equity,47.1,alto partners,axilor partners,2017,June
1489,1489,2017-06-27,Formcept,Consumer Internet,Unified Data Analysis platform,Bangalore,Private Equity,0.0,gujarat venture finance ltd,gujarat venture finance limited gvfl,2017,June
1490,1490,2017-06-27,Spares Hub,eCommerce,Automobile parts marketplace,Pune,Seed Funding,2.92962,the chennai angels,chennai angels,2017,June
1491,1491,2017-06-27,Spares Hub,eCommerce,Automobile parts marketplace,Pune,Seed Funding,2.92962,anthill scale ventures,anthill ventures,2017,June
1492,1492,2017-06-27,Spares Hub,eCommerce,Automobile parts marketplace,Pune,Seed Funding,2.92962,esvee technologies inc,inc,2017,June
1493,1493,2017-06-27,Spares Hub,eCommerce,Automobile parts marketplace,Pune,Seed Funding,2.92962,inc95 consulting,co,2017,June
1494,1494,2017-06-28,FiTraQ,Consumer Internet,Fitness Centre Discovery Platform,New Delhi,Seed Funding,0.0,aparup sengupta,aparup sengupta,2017,June
1495,1495,2017-06-28,FiTraQ,Consumer Internet,Fitness Centre Discovery Platform,New Delhi,Seed Funding,0.0,devendra reddy,amrendra reddy  manish satnaliwala,2017,June
1496,1496,2017-06-28,Rubique,Consumer Internet,Online Marketplace for financial products,Mumbai,Private Equity,28.26,kalaari capital,romulus capital  kalaari capital,2017,June
1497,1497,2017-06-28,Rubique,Consumer Internet,Online Marketplace for financial products,Mumbai,Private Equity,28.26,udayan goyal,sunil goyal ashish gupta,2017,June
1498,1498,2017-06-28,Niki.ai,Consumer Internet,AI Based Personal Assistant,Bangalore,Private Equity,18.84,sapio,sap,2017,June
1499,1499,2017-06-28,Niki.ai,Consumer Internet,AI Based Personal Assistant,Bangalore,Private Equity,18.84,unilazer ventures,unilazer,2017,June
1500,1500,2017-06-29,Fitpass,Consumer Internet,Online Fitness Marketplace,New Delhi,Private Equity,9.42,abhinav bindra,abhinav bindra,2017,June
1501,1501,2017-06-29,Fitpass,Consumer Internet,Online Fitness Marketplace,New Delhi,Private Equity,9.42,gaurav marya,gaurav suri  ankit kesarwani,2017,June
1502,1502,2017-06-29,ZingHR,Technology,"digital employee solutions,",Mumbai,Private Equity,0.0,zeta,zeta,2017,June
1503,1503,2017-06-30,Tagos Design,Technology,in-video discovery platform,Bangalore,Private Equity,47.1,undisclosed,undisclosed,2017,June
1504,1504,2017-06-30,UrbanClap,Consumer Internet,Mobile Services Marketplace,Gurgaon,Private Equity,197.82,vy capital,steadview capital  vy capital,2017,June
1505,1505,2017-06-30,UrbanClap,Consumer Internet,Mobile Services Marketplace,Gurgaon,Private Equity,197.82,saif partners,saif partners  lgt impact ventures,2017,June
1506,1506,2017-06-30,UrbanClap,Consumer Internet,Mobile Services Marketplace,Gurgaon,Private Equity,197.82,accel,accel,2017,June
1507,1507,2017-06-30,UrbanClap,Consumer Internet,Mobile Services Marketplace,Gurgaon,Private Equity,197.82,bessemer venture partners,bessemer venture partner,2017,June
1508,1508,2017-05-01,Ace2three,Consumer Internet,Online Rummy playing Website,Hyderabad,Private Equity,694.254,clairvest group,manipal education  medical group memg,2017,May
1509,1509,2017-05-01,Power2SME,eCommerce,Buying portal for SMEs,Gurgaon,Private Equity,94.2,international finance corporation,ss capital  international finance corporation,2017,May
1510,1510,2017-05-02,Innovapptive,Technology,Enterprise Mobility Solutions,Hyderabad,Seed Funding,14.13,hyderabad angels,hyderabad angels at startup heroes event,2017,May
1511,1511,2017-05-02,4tigo,Logistics,Truck Network company,Bangalore,Private Equity,94.2,accel,accel,2017,May
1512,1512,2017-05-02,4tigo,Logistics,Truck Network company,Bangalore,Private Equity,94.2,nan nilekani,il,2017,May
1513,1513,2017-05-02,SMECorner,Consumer Internet,Online Platform for small business loans,Mumbai,Private Equity,0.0,dutch government fund,a dutch government fund,2017,May
1514,1514,2017-05-02,ZippServe,Consumer Internet,Real estate risk assessment platform,Bangalore,Seed Funding,3.6738,undisclosed,undisclosed,2017,May
1515,1515,2017-05-03,Ola,Consumer Internet,Cab Aggregation App,Bangalore,Private Equity,984.39,falcon edge capital,alcon edge capital,2017,May
1516,1516,2017-05-03,Ola,Consumer Internet,Cab Aggregation App,Bangalore,Private Equity,984.39,xc2xa0 capital advisers,xc2xa0,2017,May
1517,1517,2017-05-03,Sumeru,Technology,Software & Mobile development services,Bangalore,Seed Funding,9.42,undisclosed,undisclosed,2017,May
1518,1518,2017-05-04,Healthians,Consumer Internet,Online Diagnostics and wellness platform,New Delhi,Private Equity,0.0,asuka holdings,asuka,2017,May
1519,1519,2017-05-04,Healthians,Consumer Internet,Online Diagnostics and wellness platform,New Delhi,Private Equity,0.0,youwecan ventures,yourwecan ventures,2017,May
1520,1520,2017-05-04,Healthians,Consumer Internet,Online Diagnostics and wellness platform,New Delhi,Private Equity,0.0,beenext,denlow investment trust  beenext,2017,May
1521,1521,2017-05-04,Healthians,Consumer Internet,Online Diagnostics and wellness platform,New Delhi,Private Equity,0.0,beenos,beenos asia,2017,May
1522,1522,2017-05-04,Healthians,Consumer Internet,Online Diagnostics and wellness platform,New Delhi,Private Equity,0.0,m,paytm,2017,May
1523,1523,2017-05-04,Healthians,Consumer Internet,Online Diagnostics and wellness platform,New Delhi,Private Equity,0.0,s partners,insignia ventures partners,2017,May
1524,1524,2017-05-05,HealthMir,Consumer Internet,AI-based health content platform,New Delhi,Seed Funding,0.0,nimit panigrahi,nimit panigrahi,2017,May
1525,1525,2017-05-05,Uactive,Consumer Internet,Health-based social networking & discovery App,Mumbai,Seed Funding,0.0,hinduja family,il,2017,May
1526,1526,2017-05-05,i-lend,Consumer Internet,Peer-to-peer lending platform,Hyderabad,Seed Funding,0.0,50k ventures,rainforest ventures,2017,May
1527,1527,2017-05-05,Good Methods Global,Technology,Cloud Based Practice Management Software,Trivandrum,Private Equity,0.0,accel,accel,2017,May
1528,1528,2017-05-05,Balance App,Consumer Internet,Money Savings & Management App,Bangalore,Seed Funding,2.19486,rainmatter,rainmatter,2017,May
1529,1529,2017-05-08,YepMe,eCommerce,Private Label Fashion etailer,Gurgaon,Private Equity,6.594,rainbow digital services pvt ltd,pine labs pte ltd,2017,May
1530,1530,2017-05-08,YepMe,eCommerce,Private Label Fashion etailer,Gurgaon,Private Equity,6.594,ilearnfinance academy pvt ltd,pine labs pte ltd,2017,May
1531,1531,2017-05-08,Nightstay,Consumer Internet,Last minute hotel booking mobile app,New Delhi,Seed Funding,0.0,indian angel network,india quotient  letsventures angel fund,2017,May
1532,1532,2017-05-08,Nightstay,Consumer Internet,Last minute hotel booking mobile app,New Delhi,Seed Funding,0.0,letsventure,lets venture,2017,May
1533,1533,2017-05-08,Devourin,Technology,Restaurant Automation Solution,Pune,Seed Funding,0.0,deepak nathani,deepak nathani,2017,May
